ANSWER,HEADER,QUESTION,micro avg,macro avg,weighted avg,eval_loss,epoch,train_loss
"{'precision': 0.8816705336426914, 'recall': 0.9302325581395349, 'f1-score': 0.905300774270399, 'support': 817}","{'precision': 0.6436781609195402, 'recall': 0.47058823529411764, 'f1-score': 0.5436893203883495, 'support': 119}","{'precision': 0.8883968113374667, 'recall': 0.9312906220984215, 'f1-score': 0.9093381686310064, 'support': 1077}","{'precision': 0.8753609239653513, 'recall': 0.9036264282165921, 'f1-score': 0.8892691273527253, 'support': 2013}","{'precision': 0.8045818352998996, 'recall': 0.7773704718440246, 'f1-score': 0.786109421096585, 'support': 2013}","{'precision': 0.871200145527052, 'recall': 0.9036264282165921, 'f1-score': 0.8860839390564946, 'support': 2013}",0.3441659212112427,10,0.061275556683540344
"{'precision': 0.8900584795321638, 'recall': 0.9314565483476133, 'f1-score': 0.910287081339713, 'support': 817}","{'precision': 0.660377358490566, 'recall': 0.5882352941176471, 'f1-score': 0.6222222222222222, 'support': 119}","{'precision': 0.9026149684400361, 'recall': 0.9294336118848654, 'f1-score': 0.9158279963403477, 'support': 1077}","{'precision': 0.885024154589372, 'recall': 0.9100844510680576, 'f1-score': 0.8973793779084008, 'support': 2013}","{'precision': 0.8176836021542552, 'recall': 0.816375151450042, 'f1-score': 0.816112433300761, 'support': 2013}","{'precision': 0.8831987106051037, 'recall': 0.9100844510680576, 'f1-score': 0.8962224252148756, 'support': 2013}",0.12431503087282181,11,0.05290564149618149
"{'precision': 0.8635321100917431, 'recall': 0.9216646266829865, 'f1-score': 0.8916518650088809, 'support': 817}","{'precision': 0.6701030927835051, 'recall': 0.5462184873949579, 'f1-score': 0.6018518518518517, 'support': 119}","{'precision': 0.9035486806187443, 'recall': 0.9220055710306406, 'f1-score': 0.9126838235294118, 'support': 1077}","{'precision': 0.875725338491296, 'recall': 0.899652260307998, 'f1-score': 0.8875275667728499, 'support': 2013}","{'precision': 0.8123946278313309, 'recall': 0.7966295617028617, 'f1-score': 0.8020625134633814, 'support': 2013}","{'precision': 0.873507168908385, 'recall': 0.899652260307998, 'f1-score': 0.8857726885364146, 'support': 2013}",1.3522611856460571,12,0.045269034802913666
"{'precision': 0.8859138533178114, 'recall': 0.9314565483476133, 'f1-score': 0.9081145584725537, 'support': 817}","{'precision': 0.6979166666666666, 'recall': 0.5630252100840336, 'f1-score': 0.6232558139534883, 'support': 119}","{'precision': 0.8899733806566105, 'recall': 0.9312906220984215, 'f1-score': 0.9101633393829401, 'support': 1077}","{'precision': 0.8794428434197886, 'recall': 0.9095876800794833, 'f1-score': 0.8942612942612943, 'support': 2013}","{'precision': 0.8246013002136962, 'recall': 0.8085907935100227, 'f1-score': 0.8138445706029941, 'support': 2013}","{'precision': 0.8769721969503997, 'recall': 0.9095876800794833, 'f1-score': 0.8923710644053493, 'support': 2013}",0.09130370616912842,13,0.035130515694618225
"{'precision': 0.8781902552204176, 'recall': 0.9265605875152999, 'f1-score': 0.9017272185824895, 'support': 817}","{'precision': 0.6666666666666666, 'recall': 0.6050420168067226, 'f1-score': 0.6343612334801761, 'support': 119}","{'precision': 0.8993595608417201, 'recall': 0.9127205199628597, 'f1-score': 0.9059907834101383, 'support': 1077}","{'precision': 0.8783325254483761, 'recall': 0.9001490312965723, 'f1-score': 0.889106967615309, 'support': 2013}","{'precision': 0.8147388275762681, 'recall': 0.8147743747616274, 'f1-score': 0.814026411824268, 'support': 2013}","{'precision': 0.8770119318802518, 'recall': 0.9001490312965723, 'f1-score': 0.888202780973052, 'support': 2013}",0.3585408926010132,14,0.019219156354665756
"{'precision': 0.8717366628830874, 'recall': 0.9400244798041616, 'f1-score': 0.9045936395759717, 'support': 817}","{'precision': 0.6868686868686869, 'recall': 0.5714285714285714, 'f1-score': 0.6238532110091742, 'support': 119}","{'precision': 0.9011090573012939, 'recall': 0.9052924791086351, 'f1-score': 0.9031959240389069, 'support': 1077}","{'precision': 0.8782735208535403, 'recall': 0.899652260307998, 'f1-score': 0.8888343558282209, 'support': 2013}","{'precision': 0.8199048023510227, 'recall': 0.8055818434471228, 'f1-score': 0.810547591541351, 'support': 2013}","{'precision': 0.8765229418908841, 'recall': 0.899652260307998, 'f1-score': 0.8872496501905432, 'support': 2013}",0.26043277978897095,15,0.0557405985891819
"{'precision': 0.8809801633605601, 'recall': 0.9241126070991432, 'f1-score': 0.9020310633213859, 'support': 817}","{'precision': 0.68, 'recall': 0.5714285714285714, 'f1-score': 0.6210045662100457, 'support': 119}","{'precision': 0.9019073569482289, 'recall': 0.9220055710306406, 'f1-score': 0.9118457300275481, 'support': 1077}","{'precision': 0.8824101068999028, 'recall': 0.9021361152508693, 'f1-score': 0.8921640874478015, 'support': 2013}","{'precision': 0.8209625067695963, 'recall': 0.8058489165194517, 'f1-score': 0.8116271198529933, 'support': 2013}","{'precision': 0.8802955871330452, 'recall': 0.9021361152508693, 'f1-score': 0.8906690379295763, 'support': 2013}",0.3260926604270935,16,0.03159315511584282
"{'precision': 0.901307966706302, 'recall': 0.9277845777233782, 'f1-score': 0.9143546441495778, 'support': 817}","{'precision': 0.6016260162601627, 'recall': 0.6218487394957983, 'f1-score': 0.6115702479338844, 'support': 119}","{'precision': 0.8769911504424779, 'recall': 0.9201485608170845, 'f1-score': 0.8980516538287268, 'support': 1077}","{'precision': 0.8705826170009551, 'recall': 0.9056135121708893, 'f1-score': 0.8877526174823471, 'support': 2013}","{'precision': 0.7933083778029809, 'recall': 0.8232606260120869, 'f1-score': 0.8079921819707296, 'support': 2013}","{'precision': 0.8705820038552194, 'recall': 0.9056135121708893, 'f1-score': 0.8877328539234358, 'support': 2013}",2.3450801372528076,17,0.0393175333738327
"{'precision': 0.8687572590011614, 'recall': 0.9155446756425949, 'f1-score': 0.8915375446960667, 'support': 817}","{'precision': 0.7111111111111111, 'recall': 0.5378151260504201, 'f1-score': 0.6124401913875598, 'support': 119}","{'precision': 0.8776041666666666, 'recall': 0.9387186629526463, 'f1-score': 0.9071332436069988, 'support': 1077}","{'precision': 0.8668568711364717, 'recall': 0.9056135121708893, 'f1-score': 0.8858114674441205, 'support': 2013}","{'precision': 0.8191575122596464, 'recall': 0.7973594882152204, 'f1-score': 0.8037036598968751, 'support': 2013}","{'precision': 0.8641711824769852, 'recall': 0.9056135121708893, 'f1-score': 0.8833825435452278, 'support': 2013}",0.4357372522354126,18,0.02502388507127762
"{'precision': 0.8948626045400239, 'recall': 0.9167686658506732, 'f1-score': 0.9056831922611849, 'support': 817}","{'precision': 0.5777777777777777, 'recall': 0.6554621848739496, 'f1-score': 0.6141732283464566, 'support': 119}","{'precision': 0.8778280542986425, 'recall': 0.9006499535747446, 'f1-score': 0.8890925756186985, 'support': 1077}","{'precision': 0.8651901781415503, 'recall': 0.8926974664679582, 'f1-score': 0.8787286063569681, 'support': 2013}","{'precision': 0.783489478872148, 'recall': 0.8242936014331225, 'f1-score': 0.8029829987421134, 'support': 2013}","{'precision': 0.8670040327592613, 'recall': 0.8926974664679582, 'f1-score': 0.8795740120178612, 'support': 2013}",2.7213828563690186,19,0.07602362334728241
"{'precision': 0.8941176470588236, 'recall': 0.9302325581395349, 'f1-score': 0.9118176364727054, 'support': 817}","{'precision': 0.6363636363636364, 'recall': 0.5294117647058824, 'f1-score': 0.5779816513761468, 'support': 119}","{'precision': 0.8866253321523472, 'recall': 0.9294336118848654, 'f1-score': 0.9075249320036265, 'support': 1077}","{'precision': 0.87776708373436, 'recall': 0.9061102831594635, 'f1-score': 0.8917135174773894, 'support': 2013}","{'precision': 0.8057022051916024, 'recall': 0.796359311576761, 'f1-score': 0.7991080732841596, 'support': 2013}","{'precision': 0.8748717700459063, 'recall': 0.9061102831594635, 'f1-score': 0.8897859797714195, 'support': 2013}",0.006972610019147396,20,0.007507907226681709
"{'precision': 0.8835855646100116, 'recall': 0.9290085679314566, 'f1-score': 0.905727923627685, 'support': 817}","{'precision': 0.6379310344827587, 'recall': 0.6218487394957983, 'f1-score': 0.6297872340425532, 'support': 119}","{'precision': 0.8946886446886447, 'recall': 0.9071494893221913, 'f1-score': 0.900875979714154, 'support': 1077}","{'precision': 0.8756652152878568, 'recall': 0.8991554893194238, 'f1-score': 0.8872549019607843, 'support': 2013}","{'precision': 0.8054017479271383, 'recall': 0.819335598916482, 'f1-score': 0.8121303791281308, 'support': 2013}","{'precision': 0.8750039094483348, 'recall': 0.8991554893194238, 'f1-score': 0.8868195850010067, 'support': 2013}",0.5666872262954712,21,0.04483148083090782
"{'precision': 0.8835534213685474, 'recall': 0.9008567931456548, 'f1-score': 0.8921212121212121, 'support': 817}","{'precision': 0.6509433962264151, 'recall': 0.5798319327731093, 'f1-score': 0.6133333333333333, 'support': 119}","{'precision': 0.9019426456984274, 'recall': 0.9052924791086351, 'f1-score': 0.9036144578313253, 'support': 1077}","{'precision': 0.8811881188118812, 'recall': 0.8842523596621957, 'f1-score': 0.8827175799652863, 'support': 2013}","{'precision': 0.8121464877644633, 'recall': 0.7953270683424664, 'f1-score': 0.8030230010952902, 'support': 2013}","{'precision': 0.87964115192561, 'recall': 0.8842523596621957, 'f1-score': 0.8817896016165099, 'support': 2013}",1.4563267230987549,22,0.009283979423344135
"{'precision': 0.8780207134637514, 'recall': 0.9339045287637698, 'f1-score': 0.9051008303677343, 'support': 817}","{'precision': 0.6363636363636364, 'recall': 0.5882352941176471, 'f1-score': 0.611353711790393, 'support': 119}","{'precision': 0.8948322756119673, 'recall': 0.9164345403899722, 'f1-score': 0.9055045871559633, 'support': 1077}","{'precision': 0.8741594620557157, 'recall': 0.9041231992051664, 'f1-score': 0.888888888888889, 'support': 2013}","{'precision': 0.8030722084797851, 'recall': 0.812858121090463, 'f1-score': 0.8073197097713635, 'support': 2013}","{'precision': 0.8727295362450305, 'recall': 0.9041231992051664, 'f1-score': 0.8879517687434019, 'support': 2013}",0.7460547089576721,23,0.0068974061869084835
"{'precision': 0.8654708520179372, 'recall': 0.944920440636475, 'f1-score': 0.903452311293154, 'support': 817}","{'precision': 0.660377358490566, 'recall': 0.5882352941176471, 'f1-score': 0.6222222222222222, 'support': 119}","{'precision': 0.8878923766816144, 'recall': 0.9192200557103064, 'f1-score': 0.9032846715328466, 'support': 1077}","{'precision': 0.8670137245622338, 'recall': 0.9100844510680576, 'f1-score': 0.8880271449345614, 'support': 2013}","{'precision': 0.8045801957300392, 'recall': 0.8174585968214761, 'f1-score': 0.8096530683494075, 'support': 2013}","{'precision': 0.8653426137332988, 'recall': 0.9100844510680576, 'f1-score': 0.886737493299467, 'support': 2013}",0.28737932443618774,24,0.025381769984960556
"{'precision': 0.8775743707093822, 'recall': 0.9388004895960832, 'f1-score': 0.9071555292726198, 'support': 817}","{'precision': 0.673469387755102, 'recall': 0.5546218487394958, 'f1-score': 0.6082949308755761, 'support': 119}","{'precision': 0.8914233576642335, 'recall': 0.9071494893221913, 'f1-score': 0.8992176714219972, 'support': 1077}","{'precision': 0.8752417794970987, 'recall': 0.8991554893194238, 'f1-score': 0.8870374908110759, 'support': 2013}","{'precision': 0.8141557053762392, 'recall': 0.8001906092192567, 'f1-score': 0.8048893771900644, 'support': 2013}","{'precision': 0.8729180696556393, 'recall': 0.8991554893194238, 'f1-score': 0.8852412301596695, 'support': 2013}",0.5193142294883728,25,0.009225457906723022
"{'precision': 0.8819444444444444, 'recall': 0.9326805385556916, 'f1-score': 0.9066032123735872, 'support': 817}","{'precision': 0.6631578947368421, 'recall': 0.5294117647058824, 'f1-score': 0.5887850467289719, 'support': 119}","{'precision': 0.8873994638069705, 'recall': 0.9220055710306406, 'f1-score': 0.9043715846994536, 'support': 1077}","{'precision': 0.8748796920115496, 'recall': 0.9031296572280179, 'f1-score': 0.8887802493277928, 'support': 2013}","{'precision': 0.810833934329419, 'recall': 0.7946992914307381, 'f1-score': 0.7999199479340042, 'support': 2013}","{'precision': 0.8719292712890724, 'recall': 0.9031296572280179, 'f1-score': 0.8866211832048086, 'support': 2013}",0.33925530314445496,26,0.009343537501990795
"{'precision': 0.8971291866028708, 'recall': 0.9179926560587516, 'f1-score': 0.9074410163339384, 'support': 817}","{'precision': 0.6260869565217392, 'recall': 0.6050420168067226, 'f1-score': 0.6153846153846154, 'support': 119}","{'precision': 0.8943089430894309, 'recall': 0.9192200557103064, 'f1-score': 0.9065934065934065, 'support': 1077}","{'precision': 0.880466472303207, 'recall': 0.9001490312965723, 'f1-score': 0.890198968312454, 'support': 2013}","{'precision': 0.8058416954046802, 'recall': 0.8140849095252602, 'f1-score': 0.8098063461039867, 'support': 2013}","{'precision': 0.8795974292041476, 'recall': 0.9001490312965723, 'f1-score': 0.8897223936794315, 'support': 2013}",0.5027046799659729,27,0.010247516445815563
"{'precision': 0.8781609195402299, 'recall': 0.9351285189718482, 'f1-score': 0.9057498518079431, 'support': 817}","{'precision': 0.608, 'recall': 0.6386554621848739, 'f1-score': 0.6229508196721311, 'support': 119}","{'precision': 0.9048507462686567, 'recall': 0.9006499535747446, 'f1-score': 0.9027454630060493, 'support': 1077}","{'precision': 0.8756652152878568, 'recall': 0.8991554893194238, 'f1-score': 0.8872549019607843, 'support': 2013}","{'precision': 0.7970038886029621, 'recall': 0.8248113115771556, 'f1-score': 0.8104820448287078, 'support': 2013}","{'precision': 0.8764698087410389, 'recall': 0.8991554893194238, 'f1-score': 0.8874245604200636, 'support': 2013}",0.706367552280426,28,0.017156170681118965
"{'precision': 0.880184331797235, 'recall': 0.9351285189718482, 'f1-score': 0.9068249258160237, 'support': 817}","{'precision': 0.6454545454545455, 'recall': 0.5966386554621849, 'f1-score': 0.6200873362445415, 'support': 119}","{'precision': 0.8937728937728938, 'recall': 0.9062209842154132, 'f1-score': 0.8999538958045182, 'support': 1077}","{'precision': 0.8748792270531401, 'recall': 0.899652260307998, 'f1-score': 0.8870928239039922, 'support': 2013}","{'precision': 0.806470590341558, 'recall': 0.8126627195498154, 'f1-score': 0.8089553859550277, 'support': 2013}","{'precision': 0.8735782894092591, 'recall': 0.899652260307998, 'f1-score': 0.8861980641759851, 'support': 2013}",0.9145339131355286,29,0.00969301164150238
"{'precision': 0.9032648125755743, 'recall': 0.9143206854345165, 'f1-score': 0.9087591240875913, 'support': 817}","{'precision': 0.6173913043478261, 'recall': 0.5966386554621849, 'f1-score': 0.6068376068376068, 'support': 119}","{'precision': 0.8896860986547085, 'recall': 0.9210770659238626, 'f1-score': 0.9051094890510949, 'support': 1077}","{'precision': 0.8799222168206126, 'recall': 0.8991554893194238, 'f1-score': 0.8894348894348895, 'support': 2013}","{'precision': 0.8034474051927031, 'recall': 0.8106788022735213, 'f1-score': 0.8069020733254311, 'support': 2013}","{'precision': 0.8791002709104603, 'recall': 0.8991554893194238, 'f1-score': 0.8889581715356516, 'support': 2013}",0.0045794108882546425,30,0.009019182994961739
"{'precision': 0.8805104408352669, 'recall': 0.9290085679314566, 'f1-score': 0.9041095890410958, 'support': 817}","{'precision': 0.7, 'recall': 0.5882352941176471, 'f1-score': 0.6392694063926941, 'support': 119}","{'precision': 0.8975297346752058, 'recall': 0.9108635097493036, 'f1-score': 0.904147465437788, 'support': 1077}","{'precision': 0.8807785888077859, 'recall': 0.8991554893194238, 'f1-score': 0.8898721730580138, 'support': 2013}","{'precision': 0.8260133918368243, 'recall': 0.8093691239328025, 'f1-score': 0.8158421536238594, 'support': 2013}","{'precision': 0.8789451338338845, 'recall': 0.8991554893194238, 'f1-score': 0.8884736283575775, 'support': 2013}",0.35716307163238525,31,0.005973929073661566
"{'precision': 0.8762886597938144, 'recall': 0.9363525091799265, 'f1-score': 0.9053254437869822, 'support': 817}","{'precision': 0.6403508771929824, 'recall': 0.6134453781512605, 'f1-score': 0.6266094420600858, 'support': 119}","{'precision': 0.8911070780399274, 'recall': 0.9117920148560817, 'f1-score': 0.901330885727398, 'support': 1077}","{'precision': 0.871230253709909, 'recall': 0.9041231992051664, 'f1-score': 0.8873720136518771, 'support': 2013}","{'precision': 0.8025822050089081, 'recall': 0.8205299673957563, 'f1-score': 0.8110885905248221, 'support': 2013}","{'precision': 0.8702692064016458, 'recall': 0.9041231992051664, 'f1-score': 0.8867117611065685, 'support': 2013}",1.0593829154968262,32,0.001381672453135252
"{'precision': 0.8666666666666667, 'recall': 0.9388004895960832, 'f1-score': 0.9012925969447708, 'support': 817}","{'precision': 0.6396396396396397, 'recall': 0.5966386554621849, 'f1-score': 0.6173913043478261, 'support': 119}","{'precision': 0.8852755194218609, 'recall': 0.9099350046425255, 'f1-score': 0.8974358974358974, 'support': 1077}","{'precision': 0.8644793152639088, 'recall': 0.9031296572280179, 'f1-score': 0.8833819241982507, 'support': 2013}","{'precision': 0.7971939419093891, 'recall': 0.8151247165669312, 'f1-score': 0.8053732662428313, 'support': 2013}","{'precision': 0.8632019464486478, 'recall': 0.9031296572280179, 'f1-score': 0.8824461393242576, 'support': 2013}",0.2815530002117157,33,0.027642976492643356
"{'precision': 0.8799076212471132, 'recall': 0.9326805385556916, 'f1-score': 0.9055258467023174, 'support': 817}","{'precision': 0.6120689655172413, 'recall': 0.5966386554621849, 'f1-score': 0.6042553191489363, 'support': 119}","{'precision': 0.8856121537086684, 'recall': 0.9201485608170845, 'f1-score': 0.9025500910746811, 'support': 1077}","{'precision': 0.8681580199904807, 'recall': 0.9061102831594635, 'f1-score': 0.8867282450170151, 'support': 2013}","{'precision': 0.7925295801576744, 'recall': 0.8164892516116536, 'f1-score': 0.8041104189753115, 'support': 2013}","{'precision': 0.8671261912566712, 'recall': 0.9061102831594635, 'f1-score': 0.8861239184411069, 'support': 2013}",3.0235543251037598,34,0.0032913098111748695
"{'precision': 0.9138576779026217, 'recall': 0.8959608323133414, 'f1-score': 0.9048207663782448, 'support': 817}","{'precision': 0.6206896551724138, 'recall': 0.6050420168067226, 'f1-score': 0.6127659574468085, 'support': 119}","{'precision': 0.8671268334771355, 'recall': 0.9331476323119777, 'f1-score': 0.8989266547406082, 'support': 1077}","{'precision': 0.8713872832369942, 'recall': 0.8986587183308494, 'f1-score': 0.8848129126925899, 'support': 2013}","{'precision': 0.8005580555173903, 'recall': 0.8113834938106806, 'f1-score': 0.8055044595218872, 'support': 2013}","{'precision': 0.8715247846333005, 'recall': 0.8986587183308494, 'f1-score': 0.8844022465091065, 'support': 2013}",0.755066990852356,35,0.004521633498370647
"{'precision': 0.856670341786108, 'recall': 0.9510403916768666, 'f1-score': 0.9013921113689095, 'support': 817}","{'precision': 0.6095238095238096, 'recall': 0.5378151260504201, 'f1-score': 0.5714285714285715, 'support': 119}","{'precision': 0.8807251908396947, 'recall': 0.8570102135561746, 'f1-score': 0.8687058823529412, 'support': 1077}","{'precision': 0.8563106796116505, 'recall': 0.8763040238450075, 'f1-score': 0.8661919960716916, 'support': 2013}","{'precision': 0.7823064473832041, 'recall': 0.7819552437611538, 'f1-score': 0.7805088550501408, 'support': 2013}","{'precision': 0.8549299717371757, 'recall': 0.8763040238450075, 'f1-score': 0.8643982067970774, 'support': 2013}",0.30144914984703064,36,0.04914527386426926
"{'precision': 0.8997613365155132, 'recall': 0.9228886168910648, 'f1-score': 0.911178247734139, 'support': 817}","{'precision': 0.5254237288135594, 'recall': 0.5210084033613446, 'f1-score': 0.5232067510548524, 'support': 119}","{'precision': 0.8406040268456376, 'recall': 0.9303621169916435, 'f1-score': 0.883208461877479, 'support': 1077}","{'precision': 0.8463687150837989, 'recall': 0.9031296572280179, 'f1-score': 0.8738284066330209, 'support': 2013}","{'precision': 0.7552630307249034, 'recall': 0.7914197124146843, 'f1-score': 0.7725311535554901, 'support': 2013}","{'precision': 0.845981605849349, 'recall': 0.9031296572280179, 'f1-score': 0.8732785619554714, 'support': 2013}",0.2346455305814743,37,0.194664865732193
"{'precision': 0.8720095693779905, 'recall': 0.8922888616891065, 'f1-score': 0.8820326678765881, 'support': 817}","{'precision': 0.686046511627907, 'recall': 0.4957983193277311, 'f1-score': 0.575609756097561, 'support': 119}","{'precision': 0.8701067615658363, 'recall': 0.9080779944289693, 'f1-score': 0.8886869604725124, 'support': 1077}","{'precision': 0.863147605083089, 'recall': 0.877297565822156, 'f1-score': 0.8701650652870166, 'support': 2013}","{'precision': 0.8093876141905779, 'recall': 0.765388391815269, 'f1-score': 0.7821097948155539, 'support': 2013}","{'precision': 0.8599981794694213, 'recall': 0.877297565822156, 'f1-score': 0.8674784436461391, 'support': 2013}",0.14792147278785706,38,0.16692768037319183
